sku,name,price,description,stock,image_path
PROD000059,"Elite Accessory Plus",71.24,"Compact and efficient accessory solution",624,sample-images/product-057.jpg
PROD000060,"Standard Component Lite",89.36,"Industry-standard component with premium build",341,sample-images/product-134.jpg
PROD000061,"Elite Widget Y",848.93,"Durable widget designed for longevity",755,sample-images/product-021.jpg
PROD000062,"Pro Device Lite",650.44,"High quality device for professional use",419,sample-images/product-046.jpg
PROD000063,"Pro Kit A",425.27,"Durable kit designed for longevity",236,sample-images/product-171.jpg
PROD000064,"Deluxe System Y",526.52,"Perfect system for everyday tasks",597,sample-images/product-137.jpg
PROD000065,"Deluxe Device Lite",827.35,"Durable device designed for longevity",781,sample-images/product-198.jpg
PROD000066,"Professional Kit Plus",683.83,"Compact and efficient kit solution",739,sample-images/product-155.jpg
PROD000067,"Professional Tool Y",704.88,"High quality tool for professional use",3,sample-images/product-059.jpg
PROD000068,"Deluxe Device C",11.82,"Versatile device suitable for multiple applications",871,sample-images/product-069.jpg
PROD000069,"Premium Kit Max",627.25,"Perfect kit for everyday tasks",777,sample-images/product-085.jpg
PROD000070,"Professional Module Max",413.92,"Versatile module suitable for multiple applications",600,sample-images/product-119.jpg
PROD000071,"Advanced System Y",284.89,"Compact and efficient system solution",398,sample-images/product-027.jpg
PROD000072,"Pro Module A",296.39,"Versatile module suitable for multiple applications",168,sample-images/product-103.jpg
PROD000073,"Essential Kit X",19.04,"High quality kit for professional use",770,sample-images/product-037.jpg
PROD000074,"Basic Tool Lite",360.01,"Perfect tool for everyday tasks",574,sample-images/product-047.jpg
PROD000075,"Pro Gadget Lite",669.47,"Versatile gadget suitable for multiple applications",835,sample-images/product-038.jpg
PROD000076,"Professional System Max",635.88,"Versatile system suitable for multiple applications",560,sample-images/product-166.jpg
PROD000077,"Professional Module X",832.99,"High quality module for professional use",711,sample-images/product-048.jpg
PROD000078,"Advanced Accessory X",21.12,"Compact and efficient accessory solution",298,sample-images/product-148.jpg
PROD000079,"Professional Device Mini",85.62,"Industry-standard device with premium build",302,sample-images/product-182.jpg
PROD000080,"Elite Kit Y",39.59,"Innovative kit with cutting-edge technology",321,sample-images/product-071.jpg
PROD000081,"Premium Accessory Y",998.99,"Industry-standard accessory with premium build",637,sample-images/product-178.jpg
PROD000082,"Professional Tool Mini",248.70,"Industry-standard tool with premium build",266,sample-images/product-120.jpg
PROD000083,"Essential Device Plus",873.03,"High quality device for professional use",266,sample-images/product-037.jpg
PROD000084,"Ultimate Tool Y",493.33,"Innovative tool with cutting-edge technology",568,sample-images/product-173.jpg
PROD000085,"Deluxe Module A",96.42,"Compact and efficient module solution",385,sample-images/product-089.jpg
PROD000086,"Advanced Module B",110.14,"Perfect module for everyday tasks",63,sample-images/product-008.jpg
PROD000087,"Standard System Mini",609.91,"Reliable system with advanced features",265,sample-images/product-013.jpg
PROD000088,"Premium Accessory Lite",623.58,"Perfect accessory for everyday tasks",877,sample-images/product-055.jpg
PROD000089,"Basic Component Max",309.76,"Innovative component with cutting-edge technology",58,sample-images/product-045.jpg
PROD000090,"Advanced Component B",779.12,"Reliable component with advanced features",655,sample-images/product-194.jpg
PROD000091,"Advanced Gadget Lite",218.72,"Versatile gadget suitable for multiple applications",311,sample-images/product-167.jpg
PROD000092,"Ultimate Widget Y",381.14,"Perfect widget for everyday tasks",805,sample-images/product-021.jpg
PROD000093,"Premium Unit B",967.71,"Durable unit designed for longevity",782,sample-images/product-181.jpg
PROD000094,"Pro Gadget Y",988.88,"Durable gadget designed for longevity",273,sample-images/product-123.jpg
PROD000095,"Ultimate Tool Mini",257.86,"Innovative tool with cutting-edge technology",884,sample-images/product-139.jpg
PROD000096,"Basic Tool Lite",733.79,"Reliable tool with advanced features",652,sample-images/product-065.jpg
PROD000097,"Basic Device Max",908.87,"Innovative device with cutting-edge technology",894,sample-images/product-068.jpg
PROD000098,"Ultimate Widget Lite",498.02,"Durable widget designed for longevity",423,sample-images/product-194.jpg
PROD000099,"Premium Accessory Y",385.11,"Reliable accessory with advanced features",406,sample-images/product-170.jpg
PROD000100,"Premium Module Max",688.12,"High quality module for professional use",458,sample-images/product-189.jpg
PROD000101,"Professional Device C",88.63,"Innovative device with cutting-edge technology",713,sample-images/product-066.jpg
PROD000102,"Professional Tool Max",112.92,"Cost-effective tool without compromising quality",507,sample-images/product-192.jpg
PROD000103,"Standard Device X",59.49,"High quality device for professional use",910,sample-images/product-085.jpg
PROD000104,"Standard Kit A",570.72,"Durable kit designed for longevity",621,sample-images/product-057.jpg
PROD000105,"Premium Tool A",278.19,"Compact and efficient tool solution",479,sample-images/product-165.jpg
PROD000106,"Ultimate Module Plus",891.27,"Durable module designed for longevity",895,sample-images/product-160.jpg
PROD000107,"Ultimate Device Plus",471.33,"Cost-effective device without compromising quality",230,sample-images/product-091.jpg
PROD000108,"Premium Device X",249.31,"Compact and efficient device solution",503,sample-images/product-175.jpg
PROD000109,"Essential Accessory Lite",98.50,"Innovative accessory with cutting-edge technology",171,sample-images/product-048.jpg
PROD000110,"Professional Gadget Y",834.65,"Durable gadget designed for longevity",57,sample-images/product-091.jpg
PROD000111,"Deluxe Gadget Lite",297.92,"Versatile gadget suitable for multiple applications",960,sample-images/product-104.jpg
PROD000112,"Deluxe Accessory Mini",941.65,"Reliable accessory with advanced features",131,sample-images/product-118.jpg
PROD000113,"Premium Module Mini",15.35,"Cost-effective module without compromising quality",836,sample-images/product-162.jpg
PROD000114,"Pro Unit X",448.61,"Reliable unit with advanced features",487,sample-images/product-106.jpg
PROD000115,"Elite Device Mini",997.31,"Innovative device with cutting-edge technology",104,sample-images/product-096.jpg
PROD000116,"Professional Tool B",60.57,"Reliable tool with advanced features",0,sample-images/product-124.jpg
PROD000117,"Essential System A",185.52,"Innovative system with cutting-edge technology",824,sample-images/product-112.jpg
PROD000118,"Pro Accessory B",208.34,"Reliable accessory with advanced features",724,sample-images/product-086.jpg
PROD000119,"Elite Tool A",514.37,"Industry-standard tool with premium build",265,sample-images/product-148.jpg
PROD000120,"Pro Tool Y",843.27,"Innovative tool with cutting-edge technology",357,sample-images/product-151.jpg
PROD000121,"Basic Unit C",343.92,"Perfect unit for everyday tasks",559,sample-images/product-036.jpg
PROD000122,"Pro Kit Lite",250.67,"Innovative kit with cutting-edge technology",710,sample-images/product-175.jpg
PROD000123,"Standard Component Mini",264.90,"Innovative component with cutting-edge technology",41,sample-images/product-114.jpg
PROD000124,"Pro System Plus",238.10,"Durable system designed for longevity",863,sample-images/product-148.jpg
PROD000125,"Essential Kit A",276.63,"Innovative kit with cutting-edge technology",392,sample-images/product-077.jpg
PROD000126,"Premium Widget Mini",409.25,"Versatile widget suitable for multiple applications",739,sample-images/product-049.jpg
PROD000127,"Ultimate Unit Lite",806.58,"Reliable unit with advanced features",972,sample-images/product-147.jpg
PROD000128,"Elite Accessory C",870.43,"Industry-standard accessory with premium build",618,sample-images/product-143.jpg
PROD000129,"Standard Device B",891.69,"High quality device for professional use",698,sample-images/product-172.jpg
PROD000130,"Professional Accessory B",509.67,"Industry-standard accessory with premium build",515,sample-images/product-106.jpg
PROD000131,"Ultimate Kit C",520.57,"Compact and efficient kit solution",760,sample-images/product-038.jpg
PROD000132,"Essential Gadget Plus",251.41,"Compact and efficient gadget solution",982,sample-images/product-132.jpg
PROD000133,"Elite Unit B",946.28,"Durable unit designed for longevity",503,sample-images/product-198.jpg
PROD000134,"Ultimate Component B",112.68,"State-of-the-art component with modern design",928,sample-images/product-019.jpg
PROD000135,"Pro Device Mini",733.95,"Durable device designed for longevity",769,sample-images/product-091.jpg
PROD000136,"Standard Tool B",262.12,"Compact and efficient tool solution",357,sample-images/product-133.jpg
PROD000137,"Pro Unit Y",845.39,"State-of-the-art unit with modern design",249,sample-images/product-132.jpg
PROD000138,"Essential Device A",35.26,"Innovative device with cutting-edge technology",650,sample-images/product-018.jpg
PROD000139,"Ultimate Tool B",408.55,"Versatile tool suitable for multiple applications",446,sample-images/product-048.jpg
PROD000140,"Pro Accessory Lite",711.94,"Cost-effective accessory without compromising quality",959,sample-images/product-130.jpg
PROD000141,"Professional System Mini",770.80,"High quality system for professional use",203,sample-images/product-135.jpg
PROD000142,"Deluxe Tool Mini",775.90,"Innovative tool with cutting-edge technology",862,sample-images/product-109.jpg
PROD000143,"Ultimate System Plus",70.44,"Perfect system for everyday tasks",16,sample-images/product-097.jpg
PROD000144,"Ultimate Unit Max",625.57,"Innovative unit with cutting-edge technology",227,sample-images/product-068.jpg
PROD000145,"Basic Device C",442.09,"High quality device for professional use",574,sample-images/product-031.jpg
PROD000146,"Standard Module Mini",112.37,"Durable module designed for longevity",976,sample-images/product-144.jpg
PROD000147,"Advanced Gadget Mini",743.00,"Versatile gadget suitable for multiple applications",216,sample-images/product-178.jpg
PROD000148,"Basic System Lite",319.55,"Cost-effective system without compromising quality",562,sample-images/product-145.jpg
PROD000149,"Ultimate Module Z",583.25,"Compact and efficient module solution",516,sample-images/product-062.jpg
PROD000150,"Basic Unit Mini",476.13,"Reliable unit with advanced features",356,sample-images/product-016.jpg
PROD000151,"Premium Module C",738.37,"Durable module designed for longevity",759,sample-images/product-087.jpg
PROD000152,"Pro Unit Lite",85.82,"State-of-the-art unit with modern design",48,sample-images/product-169.jpg
PROD000153,"Ultimate Device Z",861.65,"State-of-the-art device with modern design",103,sample-images/product-192.jpg
PROD000154,"Elite Widget B",701.59,"Reliable widget with advanced features",271,sample-images/product-135.jpg
PROD000155,"Premium Tool B",217.07,"Versatile tool suitable for multiple applications",33,sample-images/product-047.jpg
PROD000156,"Premium Tool Plus",307.91,"Reliable tool with advanced features",464,sample-images/product-001.jpg
PROD000157,"Essential Widget Plus",361.27,"Perfect widget for everyday tasks",730,sample-images/product-154.jpg
PROD000158,"Essential Tool Lite",416.07,"Durable tool designed for longevity",887,sample-images/product-006.jpg
PROD000159,"Deluxe Component Plus",462.66,"Cost-effective component without compromising quality",273,sample-images/product-094.jpg
PROD000160,"Professional Unit A",901.07,"Industry-standard unit with premium build",135,sample-images/product-057.jpg
PROD000161,"Ultimate Gadget Mini",813.82,"High quality gadget for professional use",716,sample-images/product-064.jpg
PROD000162,"Pro Tool B",311.47,"State-of-the-art tool with modern design",512,sample-images/product-101.jpg
PROD000163,"Ultimate Tool Max",681.41,"High quality tool for professional use",651,sample-images/product-115.jpg
PROD000164,"Essential System Mini",822.23,"Compact and efficient system solution",888,sample-images/product-011.jpg
PROD000165,"Essential Accessory Y",866.75,"State-of-the-art accessory with modern design",748,sample-images/product-031.jpg
PROD000166,"Standard Kit Mini",113.96,"Cost-effective kit without compromising quality",862,sample-images/product-102.jpg
PROD000167,"Pro Component A",427.06,"Reliable component with advanced features",922,sample-images/product-161.jpg
PROD000168,"Elite Component Plus",197.09,"Reliable component with advanced features",620,sample-images/product-175.jpg
PROD000169,"Elite Device Y",471.14,"Versatile device suitable for multiple applications",700,sample-images/product-133.jpg
PROD000170,"Deluxe Component B",354.01,"Industry-standard component with premium build",441,sample-images/product-146.jpg
PROD000171,"Deluxe Tool X",780.79,"State-of-the-art tool with modern design",568,sample-images/product-036.jpg
PROD000172,"Ultimate Unit Plus",998.31,"Innovative unit with cutting-edge technology",158,sample-images/product-105.jpg
PROD000173,"Pro System Z",97.90,"Durable system designed for longevity",748,sample-images/product-045.jpg
PROD000174,"Basic System B",139.88,"Reliable system with advanced features",781,sample-images/product-149.jpg
PROD000175,"Pro Unit Z",693.48,"High quality unit for professional use",74,sample-images/product-163.jpg
PROD000176,"Premium Tool B",963.62,"Innovative tool with cutting-edge technology",796,sample-images/product-020.jpg
PROD000177,"Pro Accessory Max",512.19,"Cost-effective accessory without compromising quality",770,sample-images/product-059.jpg
PROD000178,"Ultimate Tool A",27.74,"Cost-effective tool without compromising quality",590,sample-images/product-045.jpg
PROD000179,"Pro Widget Plus",181.42,"Durable widget designed for longevity",400,sample-images/product-022.jpg
PROD000180,"Essential Widget Z",150.34,"Innovative widget with cutting-edge technology",686,sample-images/product-190.jpg
PROD000181,"Basic Module Lite",57.69,"Cost-effective module without compromising quality",963,sample-images/product-183.jpg
PROD000182,"Ultimate Kit Lite",542.28,"Reliable kit with advanced features",800,sample-images/product-034.jpg
PROD000183,"Deluxe Widget Y",58.72,"State-of-the-art widget with modern design",732,sample-images/product-063.jpg
PROD000184,"Elite Device X",973.87,"State-of-the-art device with modern design",625,sample-images/product-124.jpg
PROD000185,"Standard Unit C",159.95,"Reliable unit with advanced features",637,sample-images/product-132.jpg
PROD000186,"Elite System C",886.81,"State-of-the-art system with modern design",413,sample-images/product-007.jpg
PROD000187,"Professional Gadget A",931.32,"Industry-standard gadget with premium build",875,sample-images/product-141.jpg
PROD000188,"Essential Kit C",233.77,"High quality kit for professional use",40,sample-images/product-048.jpg
PROD000189,"Deluxe Module Y",937.27,"State-of-the-art module with modern design",453,sample-images/product-023.jpg
PROD000190,"Professional Gadget Y",629.47,"Cost-effective gadget without compromising quality",719,sample-images/product-167.jpg
PROD000191,"Pro System X",655.11,"Versatile system suitable for multiple applications",339,sample-images/product-155.jpg
PROD000192,"Advanced Widget X",444.00,"Industry-standard widget with premium build",659,sample-images/product-141.jpg
PROD000193,"Professional Unit A",89.62,"Industry-standard unit with premium build",573,sample-images/product-030.jpg
PROD000194,"Advanced Accessory B",531.07,"Cost-effective accessory without compromising quality",72,sample-images/product-179.jpg
PROD000195,"Pro Accessory Y",724.62,"State-of-the-art accessory with modern design",626,sample-images/product-178.jpg
PROD000196,"Pro Tool Z",528.87,"Innovative tool with cutting-edge technology",771,sample-images/product-195.jpg
PROD000197,"Ultimate Kit Max",752.06,"Durable kit designed for longevity",917,sample-images/product-013.jpg
PROD000198,"Deluxe Accessory X",450.31,"High quality accessory for professional use",786,sample-images/product-067.jpg
PROD000199,"Professional System B",687.96,"Cost-effective system without compromising quality",657,sample-images/product-083.jpg
PROD000200,"Basic Device Lite",361.57,"Durable device designed for longevity",542,sample-images/product-139.jpg
PROD000201,"Standard Module A",927.20,"Cost-effective module without compromising quality",666,sample-images/product-023.jpg
PROD000202,"Elite Component X",330.66,"Industry-standard component with premium build",802,sample-images/product-073.jpg
PROD000203,"Premium Widget Plus",413.11,"Cost-effective widget without compromising quality",144,sample-images/product-044.jpg
PROD000204,"Ultimate Accessory Lite",130.58,"Industry-standard accessory with premium build",503,sample-images/product-065.jpg
PROD000205,"Standard Module C",528.43,"High quality module for professional use",503,sample-images/product-130.jpg
PROD000206,"Ultimate Device B",995.60,"Compact and efficient device solution",945,sample-images/product-046.jpg
PROD000207,"Essential Module Z",626.21,"Perfect module for everyday tasks",864,sample-images/product-032.jpg
PROD000208,"Deluxe Unit C",258.99,"Cost-effective unit without compromising quality",459,sample-images/product-015.jpg
PROD000209,"Ultimate Gadget X",366.43,"Compact and efficient gadget solution",100,sample-images/product-020.jpg
PROD000210,"Pro Module B",638.58,"State-of-the-art module with modern design",622,sample-images/product-196.jpg
PROD000211,"Deluxe Gadget Max",90.14,"Durable gadget designed for longevity",987,sample-images/product-094.jpg
PROD000212,"Basic Tool X",647.26,"Innovative tool with cutting-edge technology",524,sample-images/product-097.jpg
PROD000213,"Professional Widget Lite",899.79,"Cost-effective widget without compromising quality",33,sample-images/product-168.jpg
PROD000214,"Standard Unit B",427.85,"Durable unit designed for longevity",394,sample-images/product-012.jpg
PROD000215,"Ultimate Accessory Lite",485.69,"Durable accessory designed for longevity",759,sample-images/product-065.jpg
PROD000216,"Elite Module B",328.62,"State-of-the-art module with modern design",332,sample-images/product-146.jpg
PROD000217,"Ultimate Device X",911.50,"High quality device for professional use",17,sample-images/product-184.jpg
PROD000218,"Premium Widget Lite",11.45,"Reliable widget with advanced features",806,sample-images/product-074.jpg
PROD000219,"Advanced Device Max",815.33,"Durable device designed for longevity",639,sample-images/product-190.jpg
PROD000220,"Standard System Max",891.86,"Versatile system suitable for multiple applications",231,sample-images/product-130.jpg
PROD000221,"Premium System Plus",476.48,"High quality system for professional use",577,sample-images/product-184.jpg
PROD000222,"Advanced Unit Max",727.46,"Perfect unit for everyday tasks",265,sample-images/product-139.jpg
PROD000223,"Standard Module Lite",850.00,"Cost-effective module without compromising quality",14,sample-images/product-157.jpg
PROD000224,"Essential Component A",706.56,"Perfect component for everyday tasks",539,sample-images/product-006.jpg
PROD000225,"Advanced Accessory Mini",999.32,"Cost-effective accessory without compromising quality",15,sample-images/product-038.jpg
PROD000226,"Essential Gadget Y",244.18,"Durable gadget designed for longevity",495,sample-images/product-030.jpg
PROD000227,"Elite Accessory Z",510.92,"Versatile accessory suitable for multiple applications",393,sample-images/product-181.jpg
PROD000228,"Deluxe Unit B",746.29,"Industry-standard unit with premium build",141,sample-images/product-033.jpg
PROD000229,"Pro Device Lite",391.80,"Perfect device for everyday tasks",461,sample-images/product-093.jpg
PROD000230,"Professional Device Z",790.60,"Innovative device with cutting-edge technology",881,sample-images/product-032.jpg
PROD000231,"Essential Device Plus",991.39,"Versatile device suitable for multiple applications",694,sample-images/product-103.jpg
PROD000232,"Professional Widget Plus",77.32,"Reliable widget with advanced features",793,sample-images/product-046.jpg
PROD000233,"Pro System Plus",452.64,"Perfect system for everyday tasks",872,sample-images/product-021.jpg
PROD000234,"Essential System Lite",593.42,"Reliable system with advanced features",589,sample-images/product-140.jpg
PROD000235,"Elite Unit Y",993.78,"Innovative unit with cutting-edge technology",903,sample-images/product-032.jpg
PROD000236,"Essential Widget Max",352.02,"Perfect widget for everyday tasks",220,sample-images/product-157.jpg
PROD000237,"Professional Module Y",692.63,"Innovative module with cutting-edge technology",218,sample-images/product-148.jpg
PROD000238,"Basic Kit Lite",164.81,"Industry-standard kit with premium build",504,sample-images/product-136.jpg
PROD000239,"Essential Unit Lite",65.52,"Durable unit designed for longevity",66,sample-images/product-108.jpg
PROD000240,"Basic Kit X",727.88,"Perfect kit for everyday tasks",916,sample-images/product-105.jpg
PROD000241,"Professional System X",676.76,"Innovative system with cutting-edge technology",388,sample-images/product-074.jpg
PROD000242,"Pro Gadget Mini",635.04,"State-of-the-art gadget with modern design",873,sample-images/product-147.jpg
PROD000243,"Pro Kit Mini",26.10,"Durable kit designed for longevity",548,sample-images/product-131.jpg
PROD000244,"Professional Device Lite",908.59,"State-of-the-art device with modern design",913,sample-images/product-084.jpg
PROD000245,"Deluxe Gadget Mini",637.60,"Versatile gadget suitable for multiple applications",990,sample-images/product-131.jpg
PROD000246,"Premium Widget Plus",430.23,"Innovative widget with cutting-edge technology",769,sample-images/product-036.jpg
PROD000247,"Pro Device Y",65.97,"Compact and efficient device solution",689,sample-images/product-032.jpg
PROD000248,"Premium Tool A",884.14,"High quality tool for professional use",233,sample-images/product-080.jpg
PROD000249,"Standard Widget Y",595.54,"Durable widget designed for longevity",808,sample-images/product-095.jpg
PROD000250,"Basic Module Plus",395.11,"Compact and efficient module solution",838,sample-images/product-092.jpg
PROD000251,"Standard Component A",433.51,"Compact and efficient component solution",600,sample-images/product-095.jpg
PROD000252,"Deluxe System Plus",610.92,"Versatile system suitable for multiple applications",473,sample-images/product-168.jpg
PROD000253,"Essential Unit C",721.84,"High quality unit for professional use",448,sample-images/product-104.jpg
PROD000254,"Pro Module Mini",76.44,"High quality module for professional use",761,sample-images/product-109.jpg
PROD000255,"Pro Gadget B",309.30,"State-of-the-art gadget with modern design",22,sample-images/product-138.jpg
PROD000256,"Basic Accessory Mini",793.71,"Versatile accessory suitable for multiple applications",308,sample-images/product-058.jpg
PROD000257,"Essential System C",289.42,"Compact and efficient system solution",273,sample-images/product-067.jpg
PROD000258,"Basic Widget X",68.94,"Perfect widget for everyday tasks",506,sample-images/product-127.jpg
PROD000259,"Premium Device Lite",284.46,"Reliable device with advanced features",173,sample-images/product-013.jpg
PROD000260,"Elite Widget Mini",477.45,"Reliable widget with advanced features",758,sample-images/product-106.jpg
PROD000261,"Pro System B",16.30,"State-of-the-art system with modern design",775,sample-images/product-016.jpg
PROD000262,"Elite Device C",360.67,"Cost-effective device without compromising quality",639,sample-images/product-059.jpg
PROD000263,"Pro Accessory Lite",337.12,"Durable accessory designed for longevity",727,sample-images/product-003.jpg
PROD000264,"Standard Unit X",612.05,"Versatile unit suitable for multiple applications",740,sample-images/product-131.jpg
PROD000265,"Professional Module Y",174.82,"Reliable module with advanced features",313,sample-images/product-174.jpg
PROD000266,"Advanced Component Z",630.19,"Compact and efficient component solution",447,sample-images/product-019.jpg
PROD000267,"Advanced Tool Lite",182.05,"Compact and efficient tool solution",166,sample-images/product-190.jpg
PROD000268,"Essential Widget Plus",238.34,"Reliable widget with advanced features",517,sample-images/product-124.jpg
PROD000269,"Basic Component Y",881.25,"Versatile component suitable for multiple applications",526,sample-images/product-138.jpg
PROD000270,"Essential Gadget C",73.47,"Perfect gadget for everyday tasks",782,sample-images/product-108.jpg
PROD000271,"Basic Accessory C",552.69,"Cost-effective accessory without compromising quality",456,sample-images/product-181.jpg
PROD000272,"Basic Gadget Mini",720.66,"Versatile gadget suitable for multiple applications",769,sample-images/product-001.jpg
PROD000273,"Essential Widget Mini",406.23,"Perfect widget for everyday tasks",893,sample-images/product-089.jpg
PROD000274,"Basic Component Max",618.06,"High quality component for professional use",45,sample-images/product-086.jpg
PROD000275,"Deluxe Component Plus",355.03,"Reliable component with advanced features",906,sample-images/product-157.jpg
PROD000276,"Basic Device X",611.97,"Perfect device for everyday tasks",126,sample-images/product-048.jpg
PROD000277,"Advanced Module Max",780.64,"Durable module designed for longevity",955,sample-images/product-086.jpg
PROD000278,"Pro System Z",50.57,"State-of-the-art system with modern design",722,sample-images/product-189.jpg
PROD000279,"Standard Widget Lite",724.68,"High quality widget for professional use",206,sample-images/product-002.jpg
PROD000280,"Elite Gadget Z",529.54,"Versatile gadget suitable for multiple applications",931,sample-images/product-019.jpg
PROD000281,"Standard Accessory A",100.20,"State-of-the-art accessory with modern design",566,sample-images/product-007.jpg
PROD000282,"Standard Accessory Max",432.09,"High quality accessory for professional use",89,sample-images/product-102.jpg
PROD000283,"Advanced Unit Max",26.48,"High quality unit for professional use",243,sample-images/product-065.jpg
